species,life_stage,velocity,suit
chinook,fry_spring,0.51,0
chinook,fry_spring,0.52,0
chinook,fry_spring,0.53,0
chinook,fry_spring,0.54,0
chinook,fry_spring,0.55,0
chinook,fry_spring,0.56,0
chinook,fry_spring,0.57,0
chinook,fry_spring,0.58,0
chinook,fry_spring,0.59,0
chinook,fry_spring,0.6,0
chinook,fry_spring,0.61,0
chinook,fry_spring,0.62,0
chinook,fry_spring,0.63,0
chinook,fry_spring,0.64,0
chinook,fry_spring,0.65,0
chinook,fry_spring,0.66,0
chinook,fry_spring,0.67,0
chinook,fry_spring,0.68,0
chinook,fry_spring,0.69,0
chinook,fry_spring,0.7,0
chinook,fry_spring,0.71,0
chinook,fry_spring,0.72,0
chinook,fry_spring,0.73,0
chinook,fry_spring,0.74,0
chinook,fry_spring,0.75,0
chinook,fry_spring,0.76,0
chinook,fry_spring,0.77,0
chinook,fry_spring,0.78,0
chinook,fry_spring,0.79,0
chinook,fry_spring,0.8,0
chinook,fry_spring,0.81,0
chinook,fry_spring,0.82,0
chinook,fry_spring,0.83,0
chinook,fry_spring,0.84,0
chinook,fry_spring,0.85,0
chinook,fry_spring,0.86,0
chinook,fry_spring,0.87,0
chinook,fry_spring,0.88,0
chinook,fry_spring,0.89,0
chinook,fry_spring,0.9,0
chinook,fry_spring,0.91,0
chinook,fry_spring,0.92,0
chinook,fry_spring,0.93,0
chinook,fry_spring,0.94,0
chinook,fry_spring,0.95,0
chinook,fry_spring,0.96,0
chinook,fry_spring,0.97,0
chinook,fry_spring,0.98,0
chinook,fry_spring,0.99,0
chinook,fry_spring,1,0
chinook,fry_spring,1.01,0
chinook,fry_spring,1.02,0
chinook,fry_spring,1.03,0
chinook,fry_spring,1.04,0
chinook,fry_spring,1.05,0
chinook,fry_spring,1.06,0
chinook,fry_spring,1.07,0
chinook,fry_spring,1.08,0
chinook,fry_spring,1.09,0
chinook,fry_spring,1.1,0
chinook,fry_spring,1.11,0
chinook,fry_spring,1.12,0
chinook,fry_spring,1.13,0
chinook,fry_spring,1.14,0
chinook,fry_spring,1.15,0
chinook,fry_spring,1.16,0
chinook,fry_spring,1.17,0
chinook,fry_spring,1.18,0
chinook,fry_spring,1.19,0
chinook,fry_spring,1.2,0
chinook,fry_spring,1.21,0
chinook,fry_spring,1.22,0
chinook,fry_spring,1.23,0
chinook,fry_spring,1.24,0
chinook,fry_spring,1.25,0
chinook,fry_spring,1.26,0
chinook,fry_spring,1.27,0
chinook,fry_spring,1.28,0
chinook,fry_spring,1.29,0
chinook,fry_spring,1.3,0
chinook,fry_spring,1.31,0
chinook,fry_spring,1.32,0
chinook,fry_spring,1.33,0
chinook,fry_spring,1.34,0
chinook,fry_spring,1.35,0
chinook,fry_spring,1.36,0
chinook,fry_spring,1.37,0
chinook,fry_spring,1.38,0
chinook,fry_spring,1.39,0
chinook,fry_spring,1.4,0
chinook,fry_spring,1.41,0
chinook,fry_spring,1.42,0
chinook,fry_spring,1.43,0
chinook,fry_spring,1.44,0
chinook,fry_spring,1.45,0
chinook,fry_spring,1.46,0
chinook,fry_spring,1.47,0
chinook,fry_spring,1.48,0
chinook,fry_spring,1.49,0
chinook,fry_spring,1.5,0
chinook,fry_spring,1.51,0
chinook,fry_spring,1.52,0
chinook,fry_spring,1.53,0
chinook,fry_spring,1.54,0
chinook,fry_spring,1.55,0
chinook,fry_spring,1.56,0
chinook,fry_spring,1.57,0
chinook,fry_spring,1.58,0
chinook,fry_spring,1.59,0
chinook,fry_spring,1.6,0
chinook,fry_spring,1.61,0
chinook,fry_spring,1.62,0
chinook,fry_spring,1.63,0
chinook,fry_spring,1.64,0
chinook,fry_spring,1.65,0
chinook,fry_spring,1.66,0
chinook,fry_spring,1.67,0
chinook,fry_spring,1.68,0
chinook,fry_spring,1.69,0
chinook,fry_spring,1.7,0
chinook,fry_spring,1.71,0
chinook,fry_spring,1.72,0
chinook,fry_spring,1.73,0
chinook,fry_spring,1.74,0
chinook,fry_spring,1.75,0
chinook,fry_spring,1.76,0
chinook,fry_spring,1.77,0
chinook,fry_spring,1.78,0
chinook,fry_spring,1.79,0
chinook,fry_spring,1.8,0
chinook,fry_spring,1.81,0
chinook,fry_spring,1.82,0
chinook,fry_spring,1.83,0
chinook,fry_spring,1.84,0
chinook,fry_spring,1.85,0
chinook,fry_spring,1.86,0
chinook,fry_spring,1.87,0
chinook,fry_spring,1.88,0
chinook,fry_spring,1.89,0
chinook,fry_spring,1.9,0
chinook,fry_spring,1.91,0
chinook,fry_spring,1.92,0
chinook,fry_spring,1.93,0
chinook,fry_spring,1.94,0
chinook,fry_spring,1.95,0
chinook,fry_spring,1.96,0
chinook,fry_spring,1.97,0
chinook,fry_spring,1.98,0
chinook,fry_spring,1.99,0
chinook,fry_spring,2,0
chinook,fry_spring,2.01,0
chinook,fry_spring,2.02,0
chinook,fry_spring,2.03,0
chinook,fry_spring,2.04,0
chinook,fry_spring,2.05,0
chinook,fry_spring,2.06,0
chinook,fry_spring,2.07,0
chinook,fry_spring,2.08,0
chinook,fry_spring,2.09,0
chinook,fry_spring,2.1,0
chinook,fry_spring,2.11,0
chinook,fry_spring,2.12,0
chinook,fry_spring,2.13,0
chinook,fry_spring,2.14,0
chinook,fry_spring,2.15,0
chinook,fry_spring,2.16,0
chinook,fry_spring,2.17,0
chinook,fry_spring,2.18,0
chinook,fry_spring,2.19,0
chinook,fry_spring,2.2,0
chinook,fry_spring,2.21,0
chinook,fry_spring,2.22,0
chinook,fry_spring,2.23,0
chinook,fry_spring,2.24,0
chinook,fry_spring,2.25,0
chinook,fry_spring,2.26,0
chinook,fry_spring,2.27,0
chinook,fry_spring,2.28,0
chinook,fry_spring,2.29,0
chinook,fry_spring,2.3,0
chinook,fry_spring,2.31,0
chinook,fry_spring,2.32,0
chinook,fry_spring,2.33,0
chinook,fry_spring,2.34,0
chinook,fry_spring,2.35,0
chinook,fry_spring,2.36,0
chinook,fry_spring,2.37,0
chinook,fry_spring,2.38,0
chinook,fry_spring,2.39,0
chinook,fry_spring,2.4,0
chinook,fry_spring,2.41,0
chinook,fry_spring,2.42,0
chinook,fry_spring,2.43,0
chinook,fry_spring,2.44,0
chinook,fry_spring,2.45,0
chinook,fry_spring,2.46,0
chinook,fry_spring,2.47,0
chinook,fry_spring,2.48,0
chinook,fry_spring,2.49,0
chinook,fry_spring,2.5,0
chinook,fry_spring,2.51,0
chinook,fry_spring,2.52,0
chinook,fry_spring,2.53,0
chinook,fry_spring,2.54,0
chinook,fry_spring,2.55,0
chinook,fry_spring,2.56,0
chinook,fry_spring,2.57,0
chinook,fry_spring,2.58,0
chinook,fry_spring,2.59,0
chinook,fry_spring,2.6,0
chinook,fry_spring,2.61,0
chinook,fry_spring,2.62,0
chinook,fry_spring,2.63,0
chinook,fry_spring,2.64,0
chinook,fry_spring,2.65,0
chinook,fry_spring,2.66,0
chinook,fry_spring,2.67,0
chinook,fry_spring,2.68,0
chinook,fry_spring,2.69,0
chinook,fry_spring,2.7,0
chinook,fry_spring,2.71,0
chinook,fry_spring,2.72,0
chinook,fry_spring,2.73,0
chinook,fry_spring,2.74,0
chinook,fry_spring,2.75,0
chinook,fry_spring,2.76,0
chinook,fry_spring,2.77,0
chinook,fry_spring,2.78,0
chinook,fry_spring,2.79,0
chinook,fry_spring,2.8,0
chinook,fry_spring,2.81,0
chinook,fry_spring,2.82,0
chinook,fry_spring,2.83,0
chinook,fry_spring,2.84,0
chinook,fry_spring,2.85,0
chinook,fry_spring,2.86,0
chinook,fry_spring,2.87,0
chinook,fry_spring,2.88,0
chinook,fry_spring,2.89,0
chinook,fry_spring,2.9,0
chinook,fry_spring,2.91,0
chinook,fry_spring,2.92,0
chinook,fry_spring,2.93,0
chinook,fry_spring,2.94,0
chinook,fry_spring,2.95,0
chinook,fry_spring,2.96,0
chinook,fry_spring,2.97,0
chinook,fry_spring,2.98,0
chinook,fry_spring,2.99,0
chinook,fry_spring,3,0
chinook,fry_spring,3.01,0
chinook,fry_spring,3.02,0
chinook,fry_spring,3.03,0
chinook,fry_spring,3.04,0
chinook,fry_spring,3.05,0
chinook,fry_spring,3.06,0
chinook,fry_spring,3.07,0
chinook,fry_spring,3.08,0
chinook,fry_spring,3.09,0
chinook,fry_spring,3.1,0
chinook,fry_spring,3.11,0
chinook,fry_spring,3.12,0
chinook,fry_spring,3.13,0
chinook,fry_spring,3.14,0
chinook,fry_spring,3.15,0
chinook,fry_spring,3.16,0
chinook,fry_spring,3.17,0
chinook,fry_spring,3.18,0
chinook,fry_spring,3.19,0
chinook,fry_spring,3.2,0
chinook,fry_spring,3.21,0
chinook,fry_spring,3.22,0
chinook,fry_spring,3.23,0
chinook,fry_spring,3.24,0
chinook,fry_spring,3.25,0
chinook,fry_spring,3.26,0
chinook,fry_spring,3.27,0
chinook,fry_spring,3.28,0
chinook,fry_spring,3.29,0
chinook,fry_spring,3.3,0
chinook,fry_spring,3.31,0
chinook,fry_spring,3.32,0
chinook,fry_spring,3.33,0
chinook,fry_spring,3.34,0
chinook,fry_spring,3.35,0
chinook,fry_spring,3.36,0
chinook,fry_spring,3.37,0
chinook,fry_spring,3.38,0
chinook,fry_spring,3.39,0
chinook,fry_spring,3.4,0
chinook,fry_spring,3.41,0
chinook,fry_spring,3.42,0
chinook,fry_spring,3.43,0
chinook,fry_spring,3.44,0
chinook,fry_spring,3.45,0
chinook,fry_spring,3.46,0
chinook,fry_spring,3.47,0
chinook,fry_spring,3.48,0
chinook,fry_spring,3.49,0
chinook,fry_spring,3.5,0
chinook,fry_spring,3.51,0
chinook,fry_spring,3.52,0
chinook,fry_spring,3.53,0
chinook,fry_spring,3.54,0
chinook,fry_spring,3.55,0
chinook,fry_spring,3.56,0
chinook,fry_spring,3.57,0
chinook,fry_spring,3.58,0
chinook,fry_spring,3.59,0
chinook,fry_spring,3.6,0
chinook,fry_spring,3.61,0
chinook,fry_spring,3.62,0
chinook,fry_spring,3.63,0
chinook,fry_spring,3.64,0
chinook,fry_spring,3.65,0
chinook,fry_spring,3.66,0
chinook,fry_spring,3.67,0
chinook,fry_spring,3.68,0
chinook,fry_spring,3.69,0
chinook,fry_spring,3.7,0
chinook,fry_spring,3.71,0
chinook,fry_spring,3.72,0
chinook,fry_spring,3.73,0
chinook,fry_spring,3.74,0
chinook,fry_spring,3.75,0
chinook,fry_spring,3.76,0
chinook,fry_spring,3.77,0
chinook,fry_spring,3.78,0
chinook,fry_spring,3.79,0
chinook,fry_spring,3.8,0
chinook,fry_spring,3.81,0
chinook,fry_spring,3.82,0
chinook,fry_spring,3.83,0
chinook,fry_spring,3.84,0
chinook,fry_spring,3.85,0
chinook,fry_spring,3.86,0
chinook,fry_spring,3.87,0
chinook,fry_spring,3.88,0
chinook,fry_spring,3.89,0
chinook,fry_spring,3.9,0
chinook,fry_spring,3.91,0
chinook,fry_spring,3.92,0
chinook,fry_spring,3.93,0
chinook,fry_spring,3.94,0
chinook,fry_spring,3.95,0
chinook,fry_spring,3.96,0
chinook,fry_spring,3.97,0
chinook,fry_spring,3.98,0
chinook,fry_spring,3.99,0
chinook,fry_spring,4,0
chinook,fry_summer,0,0
chinook,fry_summer,0.01,0.08
chinook,fry_summer,0.02,0.15
chinook,fry_summer,0.03,0.22
chinook,fry_summer,0.04,0.28
chinook,fry_summer,0.05,0.35
chinook,fry_summer,0.06,0.41
chinook,fry_summer,0.07,0.46
chinook,fry_summer,0.08,0.52
chinook,fry_summer,0.09,0.57
chinook,fry_summer,0.1,0.63
chinook,fry_summer,0.11,0.67
chinook,fry_summer,0.12,0.71
chinook,fry_summer,0.13,0.74
chinook,fry_summer,0.14,0.78
chinook,fry_summer,0.15,0.82
chinook,fry_summer,0.16,0.84
chinook,fry_summer,0.17,0.87
chinook,fry_summer,0.18,0.89
chinook,fry_summer,0.19,0.92
chinook,fry_summer,0.2,0.94
chinook,fry_summer,0.21,0.95
chinook,fry_summer,0.22,0.96
chinook,fry_summer,0.23,0.97
chinook,fry_summer,0.24,0.98
chinook,fry_summer,0.25,0.99
chinook,fry_summer,0.26,1
chinook,fry_summer,0.27,1
chinook,fry_summer,0.28,1
chinook,fry_summer,0.29,1
chinook,fry_summer,0.3,1
chinook,fry_summer,0.31,1
chinook,fry_summer,0.32,1
chinook,fry_summer,0.33,1
chinook,fry_summer,0.34,0.99
chinook,fry_summer,0.35,0.98
chinook,fry_summer,0.36,0.97
chinook,fry_summer,0.37,0.96
chinook,fry_summer,0.38,0.95
chinook,fry_summer,0.39,0.94
chinook,fry_summer,0.4,0.93
chinook,fry_summer,0.41,0.91
chinook,fry_summer,0.42,0.9
chinook,fry_summer,0.43,0.88
chinook,fry_summer,0.44,0.87
chinook,fry_summer,0.45,0.85
chinook,fry_summer,0.46,0.83
chinook,fry_summer,0.47,0.82
chinook,fry_summer,0.48,0.8
chinook,fry_summer,0.49,0.79
chinook,fry_summer,0.5,0.77
chinook,fry_summer,0.51,0.75
chinook,fry_summer,0.52,0.73
chinook,fry_summer,0.53,0.71
chinook,fry_summer,0.54,0.69
chinook,fry_summer,0.55,0.68
chinook,fry_summer,0.56,0.66
chinook,fry_summer,0.57,0.64
chinook,fry_summer,0.58,0.62
chinook,fry_summer,0.59,0.6
chinook,fry_summer,0.6,0.58
chinook,fry_summer,0.61,0.56
chinook,fry_summer,0.62,0.54
chinook,fry_summer,0.63,0.52
chinook,fry_summer,0.64,0.5
chinook,fry_summer,0.65,0.48
chinook,fry_summer,0.66,0.47
chinook,fry_summer,0.67,0.45
chinook,fry_summer,0.68,0.43
chinook,fry_summer,0.69,0.41
chinook,fry_summer,0.7,0.39
chinook,fry_summer,0.71,0.38
chinook,fry_summer,0.72,0.36
chinook,fry_summer,0.73,0.35
chinook,fry_summer,0.74,0.33
chinook,fry_summer,0.75,0.32
chinook,fry_summer,0.76,0.31
chinook,fry_summer,0.77,0.29
chinook,fry_summer,0.78,0.28
chinook,fry_summer,0.79,0.26
chinook,fry_summer,0.8,0.25
chinook,fry_summer,0.81,0.24
chinook,fry_summer,0.82,0.23
chinook,fry_summer,0.83,0.22
chinook,fry_summer,0.84,0.21
chinook,fry_summer,0.85,0.2
chinook,fry_summer,0.86,0.19
chinook,fry_summer,0.87,0.18
chinook,fry_summer,0.88,0.17
chinook,fry_summer,0.89,0.16
chinook,fry_summer,0.9,0.15
chinook,fry_summer,0.91,0.14
chinook,fry_summer,0.92,0.14
chinook,fry_summer,0.93,0.14
chinook,fry_summer,0.94,0.13
chinook,fry_summer,0.95,0.12
chinook,fry_summer,0.96,0.12
chinook,fry_summer,0.97,0.12
chinook,fry_summer,0.98,0.11
chinook,fry_summer,0.99,0.1
chinook,fry_summer,1,0.1
chinook,fry_summer,1.01,0.1
chinook,fry_summer,1.02,0.1
chinook,fry_summer,1.03,0.09
chinook,fry_summer,1.04,0.09
chinook,fry_summer,1.05,0.09
chinook,fry_summer,1.06,0.09
chinook,fry_summer,1.07,0.09
chinook,fry_summer,1.08,0.08
chinook,fry_summer,1.09,0.08
chinook,fry_summer,1.1,0.08
chinook,fry_summer,1.11,0.08
chinook,fry_summer,1.12,0.08
chinook,fry_summer,1.13,0.07
chinook,fry_summer,1.14,0.07
chinook,fry_summer,1.15,0.07
chinook,fry_summer,1.16,0.07
chinook,fry_summer,1.17,0.07
chinook,fry_summer,1.18,0.06
chinook,fry_summer,1.19,0.06
chinook,fry_summer,1.2,0.06
chinook,fry_summer,1.21,0.06
chinook,fry_summer,1.22,0.05
chinook,fry_summer,1.23,0.05
chinook,fry_summer,1.24,0.05
chinook,fry_summer,1.25,0.04
chinook,fry_summer,1.26,0.04
chinook,fry_summer,1.27,0.04
chinook,fry_summer,1.28,0.04
chinook,fry_summer,1.29,0.03
chinook,fry_summer,1.3,0.01
chinook,fry_summer,1.31,0.01
chinook,fry_summer,1.32,0.01
chinook,fry_summer,1.33,0
chinook,fry_summer,1.34,0
chinook,fry_summer,1.35,0
chinook,fry_summer,1.36,0
chinook,fry_summer,1.37,0
chinook,fry_summer,1.38,0
chinook,fry_summer,1.39,0
chinook,fry_summer,1.4,0
chinook,fry_summer,1.41,0
chinook,fry_summer,1.42,0
chinook,fry_summer,1.43,0
chinook,fry_summer,1.44,0
chinook,fry_summer,1.45,0
chinook,fry_summer,1.46,0
chinook,fry_summer,1.47,0
chinook,fry_summer,1.48,0
chinook,fry_summer,1.49,0
chinook,fry_summer,1.5,0
chinook,fry_summer,1.51,0
chinook,fry_summer,1.52,0
chinook,fry_summer,1.53,0
chinook,fry_summer,1.54,0
chinook,fry_summer,1.55,0
chinook,fry_summer,1.56,0
chinook,fry_summer,1.57,0
chinook,fry_summer,1.58,0
chinook,fry_summer,1.59,0
chinook,fry_summer,1.6,0
chinook,fry_summer,1.61,0
chinook,fry_summer,1.62,0
chinook,fry_summer,1.63,0
chinook,fry_summer,1.64,0
chinook,fry_summer,1.65,0
chinook,fry_summer,1.66,0
chinook,fry_summer,1.67,0
chinook,fry_summer,1.68,0
chinook,fry_summer,1.69,0
chinook,fry_summer,1.7,0
chinook,fry_summer,1.71,0
chinook,fry_summer,1.72,0
chinook,fry_summer,1.73,0
chinook,fry_summer,1.74,0
chinook,fry_summer,1.75,0
chinook,fry_summer,1.76,0
chinook,fry_summer,1.77,0
chinook,fry_summer,1.78,0
chinook,fry_summer,1.79,0
chinook,fry_summer,1.8,0
chinook,fry_summer,1.81,0
chinook,fry_summer,1.82,0
chinook,fry_summer,1.83,0
chinook,fry_summer,1.84,0
chinook,fry_summer,1.85,0
chinook,fry_summer,1.86,0
chinook,fry_summer,1.87,0
chinook,fry_summer,1.88,0
chinook,fry_summer,1.89,0
chinook,fry_summer,1.9,0
chinook,fry_summer,1.91,0
chinook,fry_summer,1.92,0
chinook,fry_summer,1.93,0
chinook,fry_summer,1.94,0
chinook,fry_summer,1.95,0
chinook,fry_summer,1.96,0
chinook,fry_summer,1.97,0
chinook,fry_summer,1.98,0
chinook,fry_summer,1.99,0
chinook,fry_summer,2,0
chinook,fry_summer,2.01,0
chinook,fry_summer,2.02,0
chinook,fry_summer,2.03,0
chinook,fry_summer,2.04,0
chinook,fry_summer,2.05,0
chinook,fry_summer,2.06,0
chinook,fry_summer,2.07,0
chinook,fry_summer,2.08,0
chinook,fry_summer,2.09,0
chinook,fry_summer,2.1,0
chinook,fry_summer,2.11,0
chinook,fry_summer,2.12,0
chinook,fry_summer,2.13,0
chinook,fry_summer,2.14,0
chinook,fry_summer,2.15,0
chinook,fry_summer,2.16,0
chinook,fry_summer,2.17,0
chinook,fry_summer,2.18,0
chinook,fry_summer,2.19,0
chinook,fry_summer,2.2,0
chinook,fry_summer,2.21,0
chinook,fry_summer,2.22,0
chinook,fry_summer,2.23,0
chinook,fry_summer,2.24,0
chinook,fry_summer,2.25,0
chinook,fry_summer,2.26,0
chinook,fry_summer,2.27,0
chinook,fry_summer,2.28,0
chinook,fry_summer,2.29,0
chinook,fry_summer,2.3,0
chinook,fry_summer,2.31,0
chinook,fry_summer,2.32,0
chinook,fry_summer,2.33,0
chinook,fry_summer,2.34,0
chinook,fry_summer,2.35,0
chinook,fry_summer,2.36,0
chinook,fry_summer,2.37,0
chinook,fry_summer,2.38,0
chinook,fry_summer,2.39,0
chinook,fry_summer,2.4,0
chinook,fry_summer,2.41,0
chinook,fry_summer,2.42,0
chinook,fry_summer,2.43,0
chinook,fry_summer,2.44,0
chinook,fry_summer,2.45,0
chinook,fry_summer,2.46,0
chinook,fry_summer,2.47,0
chinook,fry_summer,2.48,0
chinook,fry_summer,2.49,0
chinook,fry_summer,2.5,0
chinook,fry_summer,2.51,0
chinook,fry_summer,2.52,0
chinook,fry_summer,2.53,0
chinook,fry_summer,2.54,0
chinook,fry_summer,2.55,0
chinook,fry_summer,2.56,0
chinook,fry_summer,2.57,0
chinook,fry_summer,2.58,0
chinook,fry_summer,2.59,0
chinook,fry_summer,2.6,0
chinook,fry_summer,2.61,0
chinook,fry_summer,2.62,0
chinook,fry_summer,2.63,0
chinook,fry_summer,2.64,0
chinook,fry_summer,2.65,0
chinook,fry_summer,2.66,0
chinook,fry_summer,2.67,0
chinook,fry_summer,2.68,0
chinook,fry_summer,2.69,0
chinook,fry_summer,2.7,0
chinook,fry_summer,2.71,0
chinook,fry_summer,2.72,0
chinook,fry_summer,2.73,0
chinook,fry_summer,2.74,0
chinook,fry_summer,2.75,0
chinook,fry_summer,2.76,0
chinook,fry_summer,2.77,0
chinook,fry_summer,2.78,0
chinook,fry_summer,2.79,0
chinook,fry_summer,2.8,0
chinook,fry_summer,2.81,0
chinook,fry_summer,2.82,0
chinook,fry_summer,2.83,0
chinook,fry_summer,2.84,0
chinook,fry_summer,2.85,0
chinook,fry_summer,2.86,0
chinook,fry_summer,2.87,0
chinook,fry_summer,2.88,0
chinook,fry_summer,2.89,0
chinook,fry_summer,2.9,0
chinook,fry_summer,2.91,0
chinook,fry_summer,2.92,0
chinook,fry_summer,2.93,0
chinook,fry_summer,2.94,0
chinook,fry_summer,2.95,0
chinook,fry_summer,2.96,0
chinook,fry_summer,2.97,0
chinook,fry_summer,2.98,0
chinook,fry_summer,2.99,0
chinook,fry_summer,3,0
chinook,fry_summer,3.01,0
chinook,fry_summer,3.02,0
chinook,fry_summer,3.03,0
chinook,fry_summer,3.04,0
chinook,fry_summer,3.05,0
chinook,fry_summer,3.06,0
chinook,fry_summer,3.07,0
chinook,fry_summer,3.08,0
chinook,fry_summer,3.09,0
chinook,fry_summer,3.1,0
chinook,fry_summer,3.11,0
chinook,fry_summer,3.12,0
chinook,fry_summer,3.13,0
chinook,fry_summer,3.14,0
chinook,fry_summer,3.15,0
chinook,fry_summer,3.16,0
chinook,fry_summer,3.17,0
chinook,fry_summer,3.18,0
chinook,fry_summer,3.19,0
chinook,fry_summer,3.2,0
chinook,fry_summer,3.21,0
chinook,fry_summer,3.22,0
chinook,fry_summer,3.23,0
chinook,fry_summer,3.24,0
chinook,fry_summer,3.25,0
chinook,fry_summer,3.26,0
chinook,fry_summer,3.27,0
chinook,fry_summer,3.28,0
chinook,fry_summer,3.29,0
chinook,fry_summer,3.3,0
chinook,fry_summer,3.31,0
chinook,fry_summer,3.32,0
chinook,fry_summer,3.33,0
chinook,fry_summer,3.34,0
chinook,fry_summer,3.35,0
chinook,fry_summer,3.36,0
chinook,fry_summer,3.37,0
chinook,fry_summer,3.38,0
chinook,fry_summer,3.39,0
chinook,fry_summer,3.4,0
chinook,fry_summer,3.41,0
chinook,fry_summer,3.42,0
chinook,fry_summer,3.43,0
chinook,fry_summer,3.44,0
chinook,fry_summer,3.45,0
chinook,fry_summer,3.46,0
chinook,fry_summer,3.47,0
chinook,fry_summer,3.48,0
chinook,fry_summer,3.49,0
chinook,fry_summer,3.5,0
chinook,fry_summer,3.51,0
chinook,fry_summer,3.52,0
chinook,fry_summer,3.53,0
chinook,fry_summer,3.54,0
chinook,fry_summer,3.55,0
chinook,fry_summer,3.56,0
chinook,fry_summer,3.57,0
chinook,fry_summer,3.58,0
chinook,fry_summer,3.59,0
chinook,fry_summer,3.6,0
chinook,fry_summer,3.61,0
chinook,fry_summer,3.62,0
chinook,fry_summer,3.63,0
chinook,fry_summer,3.64,0
chinook,fry_summer,3.65,0
chinook,fry_summer,3.66,0
chinook,fry_summer,3.67,0
chinook,fry_summer,3.68,0
chinook,fry_summer,3.69,0
chinook,fry_summer,3.7,0
chinook,fry_summer,3.71,0
chinook,fry_summer,3.72,0
chinook,fry_summer,3.73,0
chinook,fry_summer,3.74,0
chinook,fry_summer,3.75,0
chinook,fry_summer,3.76,0
chinook,fry_summer,3.77,0
chinook,fry_summer,3.78,0
chinook,fry_summer,3.79,0
chinook,fry_summer,3.8,0
chinook,fry_summer,3.81,0
chinook,fry_summer,3.82,0
chinook,fry_summer,3.83,0
chinook,fry_summer,3.84,0
chinook,fry_summer,3.85,0
chinook,fry_summer,3.86,0
chinook,fry_summer,3.87,0
chinook,fry_summer,3.88,0
chinook,fry_summer,3.89,0
chinook,fry_summer,3.9,0
chinook,fry_summer,3.91,0
chinook,fry_summer,3.92,0
chinook,fry_summer,3.93,0
chinook,fry_summer,3.94,0
chinook,fry_summer,3.95,0
chinook,fry_summer,3.96,0
chinook,fry_summer,3.97,0
chinook,fry_summer,3.98,0
chinook,fry_summer,3.99,0
chinook,fry_summer,4,0
steelhead,adult,0,0
steelhead,adult,0.01,0
steelhead,adult,0.02,0
steelhead,adult,0.03,0
steelhead,adult,0.04,0
steelhead,adult,0.05,0
steelhead,adult,0.06,0
steelhead,adult,0.07,0
steelhead,adult,0.08,0
steelhead,adult,0.09,0
steelhead,adult,0.1,0
steelhead,adult,0.11,0
steelhead,adult,0.12,0
steelhead,adult,0.13,0
steelhead,adult,0.14,0
steelhead,adult,0.15,0
steelhead,adult,0.16,0
steelhead,adult,0.17,0
steelhead,adult,0.18,0
steelhead,adult,0.19,0
steelhead,adult,0.2,0
steelhead,adult,0.21,0
steelhead,adult,0.22,0.06
steelhead,adult,0.23,0.11
steelhead,adult,0.24,0.17
steelhead,adult,0.25,0.22
steelhead,adult,0.26,0.28
steelhead,adult,0.27,0.33
steelhead,adult,0.28,0.39
steelhead,adult,0.29,0.44
steelhead,adult,0.3,0.5
steelhead,adult,0.31,0.52
steelhead,adult,0.32,0.54
steelhead,adult,0.33,0.55
steelhead,adult,0.34,0.57
steelhead,adult,0.35,0.59
steelhead,adult,0.36,0.61
steelhead,adult,0.37,0.62
steelhead,adult,0.38,0.64
steelhead,adult,0.39,0.66
steelhead,adult,0.4,0.68
steelhead,adult,0.41,0.7
steelhead,adult,0.42,0.71
steelhead,adult,0.43,0.73
steelhead,adult,0.44,0.75
steelhead,adult,0.45,0.77
steelhead,adult,0.46,0.79
steelhead,adult,0.47,0.8
steelhead,adult,0.48,0.82
steelhead,adult,0.49,0.84
steelhead,adult,0.5,0.86
steelhead,adult,0.51,0.88
steelhead,adult,0.52,0.89
steelhead,adult,0.53,0.91
steelhead,adult,0.54,0.93
steelhead,adult,0.55,0.95
steelhead,adult,0.56,0.96
steelhead,adult,0.57,0.98
steelhead,adult,0.58,1
steelhead,adult,0.59,1
steelhead,adult,0.6,1
steelhead,adult,0.61,1
steelhead,adult,0.62,1
steelhead,adult,0.63,1
steelhead,adult,0.64,1
steelhead,adult,0.65,1
steelhead,adult,0.66,1
steelhead,adult,0.67,1
steelhead,adult,0.68,1
steelhead,adult,0.69,1
steelhead,adult,0.7,1
steelhead,adult,0.71,1
steelhead,adult,0.72,1
steelhead,adult,0.73,1
steelhead,adult,0.74,1
steelhead,adult,0.75,1
steelhead,adult,0.76,1
steelhead,adult,0.77,0.98
steelhead,adult,0.78,0.97
steelhead,adult,0.79,0.95
steelhead,adult,0.8,0.93
steelhead,adult,0.81,0.92
steelhead,adult,0.82,0.9
steelhead,adult,0.83,0.88
steelhead,adult,0.84,0.87
steelhead,adult,0.85,0.85
steelhead,adult,0.86,0.83
steelhead,adult,0.87,0.82
steelhead,adult,0.88,0.8
steelhead,adult,0.89,0.78
steelhead,adult,0.9,0.76
steelhead,adult,0.91,0.74
steelhead,adult,0.92,0.72
steelhead,adult,0.93,0.7
steelhead,adult,0.94,0.67
steelhead,adult,0.95,0.65
steelhead,adult,0.96,0.63
steelhead,adult,0.97,0.61
steelhead,adult,0.98,0.59
steelhead,adult,0.99,0.57
steelhead,adult,1,0.55
steelhead,adult,1.01,0.53
steelhead,adult,1.02,0.5
steelhead,adult,1.03,0.48
steelhead,adult,1.04,0.46
steelhead,adult,1.05,0.44
steelhead,adult,1.06,0.42
steelhead,adult,1.07,0.4
steelhead,adult,1.08,0.38
steelhead,adult,1.09,0.36
steelhead,adult,1.1,0.34
steelhead,adult,1.11,0.32
steelhead,adult,1.12,0.3
steelhead,adult,1.13,0.29
