species,life_stage,velocity,suit
steelhead,parr,2.3,0
steelhead,parr,2.31,0
steelhead,parr,2.32,0
steelhead,parr,2.33,0
steelhead,parr,2.34,0
steelhead,parr,2.35,0
steelhead,parr,2.36,0
steelhead,parr,2.37,0
steelhead,parr,2.38,0
steelhead,parr,2.39,0
steelhead,parr,2.4,0
steelhead,parr,2.41,0
steelhead,parr,2.42,0
steelhead,parr,2.43,0
steelhead,parr,2.44,0
steelhead,parr,2.45,0
steelhead,parr,2.46,0
steelhead,parr,2.47,0
steelhead,parr,2.48,0
steelhead,parr,2.49,0
steelhead,parr,2.5,0
steelhead,parr,2.51,0
steelhead,parr,2.52,0
steelhead,parr,2.53,0
steelhead,parr,2.54,0
steelhead,parr,2.55,0
steelhead,parr,2.56,0
steelhead,parr,2.57,0
steelhead,parr,2.58,0
steelhead,parr,2.59,0
steelhead,parr,2.6,0
steelhead,parr,2.61,0
steelhead,parr,2.62,0
steelhead,parr,2.63,0
steelhead,parr,2.64,0
steelhead,parr,2.65,0
steelhead,parr,2.66,0
steelhead,parr,2.67,0
steelhead,parr,2.68,0
steelhead,parr,2.69,0
steelhead,parr,2.7,0
steelhead,parr,2.71,0
steelhead,parr,2.72,0
steelhead,parr,2.73,0
steelhead,parr,2.74,0
steelhead,parr,2.75,0
steelhead,parr,2.76,0
steelhead,parr,2.77,0
steelhead,parr,2.78,0
steelhead,parr,2.79,0
steelhead,parr,2.8,0
steelhead,parr,2.81,0
steelhead,parr,2.82,0
steelhead,parr,2.83,0
steelhead,parr,2.84,0
steelhead,parr,2.85,0
steelhead,parr,2.86,0
steelhead,parr,2.87,0
steelhead,parr,2.88,0
steelhead,parr,2.89,0
steelhead,parr,2.9,0
steelhead,parr,2.91,0
steelhead,parr,2.92,0
steelhead,parr,2.93,0
steelhead,parr,2.94,0
steelhead,parr,2.95,0
steelhead,parr,2.96,0
steelhead,parr,2.97,0
steelhead,parr,2.98,0
steelhead,parr,2.99,0
steelhead,parr,3,0
steelhead,parr,3.01,0
steelhead,parr,3.02,0
steelhead,parr,3.03,0
steelhead,parr,3.04,0
steelhead,parr,3.05,0
steelhead,parr,3.06,0
steelhead,parr,3.07,0
steelhead,parr,3.08,0
steelhead,parr,3.09,0
steelhead,parr,3.1,0
steelhead,parr,3.11,0
steelhead,parr,3.12,0
steelhead,parr,3.13,0
steelhead,parr,3.14,0
steelhead,parr,3.15,0
steelhead,parr,3.16,0
steelhead,parr,3.17,0
steelhead,parr,3.18,0
steelhead,parr,3.19,0
steelhead,parr,3.2,0
steelhead,parr,3.21,0
steelhead,parr,3.22,0
steelhead,parr,3.23,0
steelhead,parr,3.24,0
steelhead,parr,3.25,0
steelhead,parr,3.26,0
steelhead,parr,3.27,0
steelhead,parr,3.28,0
steelhead,parr,3.29,0
steelhead,parr,3.3,0
steelhead,parr,3.31,0
steelhead,parr,3.32,0
steelhead,parr,3.33,0
steelhead,parr,3.34,0
steelhead,parr,3.35,0
steelhead,parr,3.36,0
steelhead,parr,3.37,0
steelhead,parr,3.38,0
steelhead,parr,3.39,0
steelhead,parr,3.4,0
steelhead,parr,3.41,0
steelhead,parr,3.42,0
steelhead,parr,3.43,0
steelhead,parr,3.44,0
steelhead,parr,3.45,0
steelhead,parr,3.46,0
steelhead,parr,3.47,0
steelhead,parr,3.48,0
steelhead,parr,3.49,0
steelhead,parr,3.5,0
steelhead,parr,3.51,0
steelhead,parr,3.52,0
steelhead,parr,3.53,0
steelhead,parr,3.54,0
steelhead,parr,3.55,0
steelhead,parr,3.56,0
steelhead,parr,3.57,0
steelhead,parr,3.58,0
steelhead,parr,3.59,0
steelhead,parr,3.6,0
steelhead,parr,3.61,0
steelhead,parr,3.62,0
steelhead,parr,3.63,0
steelhead,parr,3.64,0
steelhead,parr,3.65,0
steelhead,parr,3.66,0
steelhead,parr,3.67,0
steelhead,parr,3.68,0
steelhead,parr,3.69,0
steelhead,parr,3.7,0
steelhead,parr,3.71,0
steelhead,parr,3.72,0
steelhead,parr,3.73,0
steelhead,parr,3.74,0
steelhead,parr,3.75,0
steelhead,parr,3.76,0
steelhead,parr,3.77,0
steelhead,parr,3.78,0
steelhead,parr,3.79,0
steelhead,parr,3.8,0
steelhead,parr,3.81,0
steelhead,parr,3.82,0
steelhead,parr,3.83,0
steelhead,parr,3.84,0
steelhead,parr,3.85,0
steelhead,parr,3.86,0
steelhead,parr,3.87,0
steelhead,parr,3.88,0
steelhead,parr,3.89,0
steelhead,parr,3.9,0
steelhead,parr,3.91,0
steelhead,parr,3.92,0
steelhead,parr,3.93,0
steelhead,parr,3.94,0
steelhead,parr,3.95,0
steelhead,parr,3.96,0
steelhead,parr,3.97,0
steelhead,parr,3.98,0
steelhead,parr,3.99,0
steelhead,parr,4,0
rainbow,parr,0,0
rainbow,parr,0.01,0.05
rainbow,parr,0.02,0.11
rainbow,parr,0.03,0.18
rainbow,parr,0.04,0.25
rainbow,parr,0.05,0.3
rainbow,parr,0.06,0.35
rainbow,parr,0.07,0.4
rainbow,parr,0.08,0.45
rainbow,parr,0.09,0.5
rainbow,parr,0.1,0.55
rainbow,parr,0.11,0.59
rainbow,parr,0.12,0.63
rainbow,parr,0.13,0.67
rainbow,parr,0.14,0.71
rainbow,parr,0.15,0.75
rainbow,parr,0.16,0.78
rainbow,parr,0.17,0.81
rainbow,parr,0.18,0.84
rainbow,parr,0.19,0.87
rainbow,parr,0.2,0.9
rainbow,parr,0.21,0.92
rainbow,parr,0.22,0.94
rainbow,parr,0.23,0.96
rainbow,parr,0.24,0.98
rainbow,parr,0.25,1
rainbow,parr,0.26,1
rainbow,parr,0.27,1
rainbow,parr,0.28,1
rainbow,parr,0.29,1
rainbow,parr,0.3,1
rainbow,parr,0.31,1
rainbow,parr,0.32,1
rainbow,parr,0.33,1
rainbow,parr,0.34,1
rainbow,parr,0.35,1
rainbow,parr,0.36,1
rainbow,parr,0.37,1
rainbow,parr,0.38,1
rainbow,parr,0.39,1
rainbow,parr,0.4,1
rainbow,parr,0.41,1
rainbow,parr,0.42,1
rainbow,parr,0.43,1
rainbow,parr,0.44,1
rainbow,parr,0.45,1
rainbow,parr,0.46,1
rainbow,parr,0.47,1
rainbow,parr,0.48,1
rainbow,parr,0.49,1
rainbow,parr,0.5,1
rainbow,parr,0.51,1
rainbow,parr,0.52,1
rainbow,parr,0.53,1
rainbow,parr,0.54,1
rainbow,parr,0.55,1
rainbow,parr,0.56,0.99
rainbow,parr,0.57,0.97
rainbow,parr,0.58,0.96
rainbow,parr,0.59,0.94
rainbow,parr,0.6,0.93
rainbow,parr,0.61,0.91
rainbow,parr,0.62,0.9
rainbow,parr,0.63,0.88
rainbow,parr,0.64,0.87
rainbow,parr,0.65,0.85
rainbow,parr,0.66,0.83
rainbow,parr,0.67,0.81
rainbow,parr,0.68,0.8
rainbow,parr,0.69,0.78
rainbow,parr,0.7,0.76
rainbow,parr,0.71,0.74
rainbow,parr,0.72,0.73
rainbow,parr,0.73,0.71
rainbow,parr,0.74,0.7
rainbow,parr,0.75,0.68
rainbow,parr,0.76,0.66
rainbow,parr,0.77,0.64
rainbow,parr,0.78,0.63
rainbow,parr,0.79,0.61
rainbow,parr,0.8,0.59
rainbow,parr,0.81,0.57
rainbow,parr,0.82,0.55
rainbow,parr,0.83,0.54
rainbow,parr,0.84,0.52
rainbow,parr,0.85,0.5
rainbow,parr,0.86,0.48
rainbow,parr,0.87,0.47
rainbow,parr,0.88,0.45
rainbow,parr,0.89,0.44
rainbow,parr,0.9,0.42
rainbow,parr,0.91,0.41
rainbow,parr,0.92,0.39
rainbow,parr,0.93,0.38
rainbow,parr,0.94,0.36
rainbow,parr,0.95,0.35
rainbow,parr,0.96,0.34
rainbow,parr,0.97,0.32
rainbow,parr,0.98,0.31
rainbow,parr,0.99,0.29
rainbow,parr,1,0.28
rainbow,parr,1.01,0.27
rainbow,parr,1.02,0.25
rainbow,parr,1.03,0.24
rainbow,parr,1.04,0.22
rainbow,parr,1.05,0.21
rainbow,parr,1.06,0.2
rainbow,parr,1.07,0.19
rainbow,parr,1.08,0.18
rainbow,parr,1.09,0.17
rainbow,parr,1.1,0.16
rainbow,parr,1.11,0.15
rainbow,parr,1.12,0.14
rainbow,parr,1.13,0.13
rainbow,parr,1.14,0.12
rainbow,parr,1.15,0.11
rainbow,parr,1.16,0.1
rainbow,parr,1.17,0.09
rainbow,parr,1.18,0.09
rainbow,parr,1.19,0.09
rainbow,parr,1.2,0.08
rainbow,parr,1.21,0.07
rainbow,parr,1.22,0.07
rainbow,parr,1.23,0.06
rainbow,parr,1.24,0.06
rainbow,parr,1.25,0.05
rainbow,parr,1.26,0.05
rainbow,parr,1.27,0.04
rainbow,parr,1.28,0.04
rainbow,parr,1.29,0.03
rainbow,parr,1.3,0.03
rainbow,parr,1.31,0.03
rainbow,parr,1.32,0.03
rainbow,parr,1.33,0.02
rainbow,parr,1.34,0.02
rainbow,parr,1.35,0.02
rainbow,parr,1.36,0.02
rainbow,parr,1.37,0.02
rainbow,parr,1.38,0.01
rainbow,parr,1.39,0.01
rainbow,parr,1.4,0.01
rainbow,parr,1.41,0.01
rainbow,parr,1.42,0.01
rainbow,parr,1.43,0.01
rainbow,parr,1.44,0.01
rainbow,parr,1.45,0.01
rainbow,parr,1.46,0
rainbow,parr,1.47,0
rainbow,parr,1.48,0
rainbow,parr,1.49,0
rainbow,parr,1.5,0
rainbow,parr,1.51,0
rainbow,parr,1.52,0
rainbow,parr,1.53,0
rainbow,parr,1.54,0
rainbow,parr,1.55,0
rainbow,parr,1.56,0
rainbow,parr,1.57,0
rainbow,parr,1.58,0
rainbow,parr,1.59,0
rainbow,parr,1.6,0
rainbow,parr,1.61,0
rainbow,parr,1.62,0
rainbow,parr,1.63,0
rainbow,parr,1.64,0
rainbow,parr,1.65,0
rainbow,parr,1.66,0
rainbow,parr,1.67,0
rainbow,parr,1.68,0
rainbow,parr,1.69,0
rainbow,parr,1.7,0
rainbow,parr,1.71,0
rainbow,parr,1.72,0
rainbow,parr,1.73,0
rainbow,parr,1.74,0
rainbow,parr,1.75,0
rainbow,parr,1.76,0
rainbow,parr,1.77,0
rainbow,parr,1.78,0
rainbow,parr,1.79,0
rainbow,parr,1.8,0
rainbow,parr,1.81,0
rainbow,parr,1.82,0
rainbow,parr,1.83,0
rainbow,parr,1.84,0
rainbow,parr,1.85,0
rainbow,parr,1.86,0
rainbow,parr,1.87,0
rainbow,parr,1.88,0
rainbow,parr,1.89,0
rainbow,parr,1.9,0
rainbow,parr,1.91,0
rainbow,parr,1.92,0
rainbow,parr,1.93,0
rainbow,parr,1.94,0
rainbow,parr,1.95,0
rainbow,parr,1.96,0
rainbow,parr,1.97,0
rainbow,parr,1.98,0
rainbow,parr,1.99,0
rainbow,parr,2,0
rainbow,parr,2.01,0
rainbow,parr,2.02,0
rainbow,parr,2.03,0
rainbow,parr,2.04,0
rainbow,parr,2.05,0
rainbow,parr,2.06,0
rainbow,parr,2.07,0
rainbow,parr,2.08,0
rainbow,parr,2.09,0
rainbow,parr,2.1,0
rainbow,parr,2.11,0
rainbow,parr,2.12,0
rainbow,parr,2.13,0
rainbow,parr,2.14,0
rainbow,parr,2.15,0
rainbow,parr,2.16,0
rainbow,parr,2.17,0
rainbow,parr,2.18,0
rainbow,parr,2.19,0
rainbow,parr,2.2,0
rainbow,parr,2.21,0
rainbow,parr,2.22,0
rainbow,parr,2.23,0
rainbow,parr,2.24,0
rainbow,parr,2.25,0
rainbow,parr,2.26,0
rainbow,parr,2.27,0
rainbow,parr,2.28,0
rainbow,parr,2.29,0
rainbow,parr,2.3,0
rainbow,parr,2.31,0
rainbow,parr,2.32,0
rainbow,parr,2.33,0
rainbow,parr,2.34,0
rainbow,parr,2.35,0
rainbow,parr,2.36,0
rainbow,parr,2.37,0
rainbow,parr,2.38,0
rainbow,parr,2.39,0
rainbow,parr,2.4,0
rainbow,parr,2.41,0
rainbow,parr,2.42,0
rainbow,parr,2.43,0
rainbow,parr,2.44,0
rainbow,parr,2.45,0
rainbow,parr,2.46,0
rainbow,parr,2.47,0
rainbow,parr,2.48,0
rainbow,parr,2.49,0
rainbow,parr,2.5,0
rainbow,parr,2.51,0
rainbow,parr,2.52,0
rainbow,parr,2.53,0
rainbow,parr,2.54,0
rainbow,parr,2.55,0
rainbow,parr,2.56,0
rainbow,parr,2.57,0
rainbow,parr,2.58,0
rainbow,parr,2.59,0
rainbow,parr,2.6,0
rainbow,parr,2.61,0
rainbow,parr,2.62,0
rainbow,parr,2.63,0
rainbow,parr,2.64,0
rainbow,parr,2.65,0
rainbow,parr,2.66,0
rainbow,parr,2.67,0
rainbow,parr,2.68,0
rainbow,parr,2.69,0
rainbow,parr,2.7,0
rainbow,parr,2.71,0
rainbow,parr,2.72,0
rainbow,parr,2.73,0
rainbow,parr,2.74,0
rainbow,parr,2.75,0
rainbow,parr,2.76,0
rainbow,parr,2.77,0
rainbow,parr,2.78,0
rainbow,parr,2.79,0
rainbow,parr,2.8,0
rainbow,parr,2.81,0
rainbow,parr,2.82,0
rainbow,parr,2.83,0
rainbow,parr,2.84,0
rainbow,parr,2.85,0
rainbow,parr,2.86,0
rainbow,parr,2.87,0
rainbow,parr,2.88,0
rainbow,parr,2.89,0
rainbow,parr,2.9,0
rainbow,parr,2.91,0
rainbow,parr,2.92,0
rainbow,parr,2.93,0
rainbow,parr,2.94,0
rainbow,parr,2.95,0
rainbow,parr,2.96,0
rainbow,parr,2.97,0
rainbow,parr,2.98,0
rainbow,parr,2.99,0
rainbow,parr,3,0
rainbow,parr,3.01,0
rainbow,parr,3.02,0
rainbow,parr,3.03,0
rainbow,parr,3.04,0
rainbow,parr,3.05,0
rainbow,parr,3.06,0
rainbow,parr,3.07,0
rainbow,parr,3.08,0
rainbow,parr,3.09,0
rainbow,parr,3.1,0
rainbow,parr,3.11,0
rainbow,parr,3.12,0
rainbow,parr,3.13,0
rainbow,parr,3.14,0
rainbow,parr,3.15,0
rainbow,parr,3.16,0
rainbow,parr,3.17,0
rainbow,parr,3.18,0
rainbow,parr,3.19,0
rainbow,parr,3.2,0
rainbow,parr,3.21,0
rainbow,parr,3.22,0
rainbow,parr,3.23,0
rainbow,parr,3.24,0
rainbow,parr,3.25,0
rainbow,parr,3.26,0
rainbow,parr,3.27,0
rainbow,parr,3.28,0
rainbow,parr,3.29,0
rainbow,parr,3.3,0
rainbow,parr,3.31,0
rainbow,parr,3.32,0
rainbow,parr,3.33,0
rainbow,parr,3.34,0
rainbow,parr,3.35,0
rainbow,parr,3.36,0
rainbow,parr,3.37,0
rainbow,parr,3.38,0
rainbow,parr,3.39,0
rainbow,parr,3.4,0
rainbow,parr,3.41,0
rainbow,parr,3.42,0
rainbow,parr,3.43,0
rainbow,parr,3.44,0
rainbow,parr,3.45,0
rainbow,parr,3.46,0
rainbow,parr,3.47,0
rainbow,parr,3.48,0
rainbow,parr,3.49,0
rainbow,parr,3.5,0
rainbow,parr,3.51,0
rainbow,parr,3.52,0
rainbow,parr,3.53,0
rainbow,parr,3.54,0
rainbow,parr,3.55,0
rainbow,parr,3.56,0
rainbow,parr,3.57,0
rainbow,parr,3.58,0
rainbow,parr,3.59,0
rainbow,parr,3.6,0
rainbow,parr,3.61,0
rainbow,parr,3.62,0
rainbow,parr,3.63,0
rainbow,parr,3.64,0
rainbow,parr,3.65,0
rainbow,parr,3.66,0
rainbow,parr,3.67,0
rainbow,parr,3.68,0
rainbow,parr,3.69,0
rainbow,parr,3.7,0
rainbow,parr,3.71,0
rainbow,parr,3.72,0
rainbow,parr,3.73,0
rainbow,parr,3.74,0
rainbow,parr,3.75,0
rainbow,parr,3.76,0
rainbow,parr,3.77,0
rainbow,parr,3.78,0
rainbow,parr,3.79,0
rainbow,parr,3.8,0
rainbow,parr,3.81,0
rainbow,parr,3.82,0
rainbow,parr,3.83,0
rainbow,parr,3.84,0
rainbow,parr,3.85,0
rainbow,parr,3.86,0
rainbow,parr,3.87,0
rainbow,parr,3.88,0
rainbow,parr,3.89,0
rainbow,parr,3.9,0
rainbow,parr,3.91,0
rainbow,parr,3.92,0
rainbow,parr,3.93,0
rainbow,parr,3.94,0
rainbow,parr,3.95,0
rainbow,parr,3.96,0
rainbow,parr,3.97,0
rainbow,parr,3.98,0
rainbow,parr,3.99,0
rainbow,parr,4,0
coho,fry,0,0
coho,fry,0.01,0.15
coho,fry,0.02,0.2
coho,fry,0.03,0.3
coho,fry,0.04,0.4
coho,fry,0.05,0.5
coho,fry,0.06,0.55
coho,fry,0.07,0.6
coho,fry,0.08,0.65
coho,fry,0.09,0.7
coho,fry,0.1,0.75
coho,fry,0.11,0.8
coho,fry,0.12,0.9
coho,fry,0.13,0.95
coho,fry,0.14,0.98
coho,fry,0.15,1
coho,fry,0.16,0.99
coho,fry,0.17,0.98
coho,fry,0.18,0.95
coho,fry,0.19,0.9
coho,fry,0.2,0.8
coho,fry,0.21,0.7
coho,fry,0.22,0.6
coho,fry,0.23,0.5
coho,fry,0.24,0.4
coho,fry,0.25,0.3
coho,fry,0.26,0.2
coho,fry,0.27,0.1
coho,fry,0.28,0
coho,fry,0.29,0
coho,fry,0.3,0
coho,fry,0.31,0
coho,fry,0.32,0
coho,fry,0.33,0
coho,fry,0.34,0
coho,fry,0.35,0
coho,fry,0.36,0
coho,fry,0.37,0
coho,fry,0.38,0
coho,fry,0.39,0
coho,fry,0.4,0
coho,fry,0.41,0
coho,fry,0.42,0
coho,fry,0.43,0
coho,fry,0.44,0
coho,fry,0.45,0
coho,fry,0.46,0
coho,fry,0.47,0
coho,fry,0.48,0
coho,fry,0.49,0
coho,fry,0.5,0
coho,fry,0.51,0
coho,fry,0.52,0
coho,fry,0.53,0
coho,fry,0.54,0
coho,fry,0.55,0
coho,fry,0.56,0
coho,fry,0.57,0
coho,fry,0.58,0
coho,fry,0.59,0
coho,fry,0.6,0
coho,fry,0.61,0
coho,fry,0.62,0
coho,fry,0.63,0
coho,fry,0.64,0
coho,fry,0.65,0
coho,fry,0.66,0
coho,fry,0.67,0
coho,fry,0.68,0
coho,fry,0.69,0
coho,fry,0.7,0
coho,fry,0.71,0
coho,fry,0.72,0
coho,fry,0.73,0
coho,fry,0.74,0
coho,fry,0.75,0
coho,fry,0.76,0
coho,fry,0.77,0
coho,fry,0.78,0
coho,fry,0.79,0
coho,fry,0.8,0
coho,fry,0.81,0
coho,fry,0.82,0
coho,fry,0.83,0
coho,fry,0.84,0
coho,fry,0.85,0
coho,fry,0.86,0
coho,fry,0.87,0
coho,fry,0.88,0
coho,fry,0.89,0
coho,fry,0.9,0
coho,fry,0.91,0
coho,fry,0.92,0
coho,fry,0.93,0
coho,fry,0.94,0
coho,fry,0.95,0
coho,fry,0.96,0
coho,fry,0.97,0
coho,fry,0.98,0
coho,fry,0.99,0
coho,fry,1,0
coho,fry,1.01,0
coho,fry,1.02,0
coho,fry,1.03,0
coho,fry,1.04,0
coho,fry,1.05,0
coho,fry,1.06,0
coho,fry,1.07,0
coho,fry,1.08,0
coho,fry,1.09,0
coho,fry,1.1,0
coho,fry,1.11,0
coho,fry,1.12,0
coho,fry,1.13,0
coho,fry,1.14,0
coho,fry,1.15,0
coho,fry,1.16,0
coho,fry,1.17,0
coho,fry,1.18,0
coho,fry,1.19,0
coho,fry,1.2,0
coho,fry,1.21,0
coho,fry,1.22,0
coho,fry,1.23,0
coho,fry,1.24,0
coho,fry,1.25,0
coho,fry,1.26,0
coho,fry,1.27,0
coho,fry,1.28,0
coho,fry,1.29,0
coho,fry,1.3,0
coho,fry,1.31,0
coho,fry,1.32,0
coho,fry,1.33,0
coho,fry,1.34,0
coho,fry,1.35,0
coho,fry,1.36,0
coho,fry,1.37,0
coho,fry,1.38,0
coho,fry,1.39,0
coho,fry,1.4,0
coho,fry,1.41,0
coho,fry,1.42,0
coho,fry,1.43,0
coho,fry,1.44,0
coho,fry,1.45,0
coho,fry,1.46,0
coho,fry,1.47,0
coho,fry,1.48,0
coho,fry,1.49,0
coho,fry,1.5,0
coho,fry,1.51,0
coho,fry,1.52,0
coho,fry,1.53,0
coho,fry,1.54,0
coho,fry,1.55,0
coho,fry,1.56,0
coho,fry,1.57,0
coho,fry,1.58,0
coho,fry,1.59,0
coho,fry,1.6,0
coho,fry,1.61,0
coho,fry,1.62,0
coho,fry,1.63,0
coho,fry,1.64,0
coho,fry,1.65,0
coho,fry,1.66,0
coho,fry,1.67,0
coho,fry,1.68,0
coho,fry,1.69,0
coho,fry,1.7,0
coho,fry,1.71,0
coho,fry,1.72,0
coho,fry,1.73,0
coho,fry,1.74,0
coho,fry,1.75,0
coho,fry,1.76,0
coho,fry,1.77,0
coho,fry,1.78,0
coho,fry,1.79,0
coho,fry,1.8,0
coho,fry,1.81,0
coho,fry,1.82,0
coho,fry,1.83,0
coho,fry,1.84,0
coho,fry,1.85,0
coho,fry,1.86,0
coho,fry,1.87,0
coho,fry,1.88,0
coho,fry,1.89,0
coho,fry,1.9,0
coho,fry,1.91,0
coho,fry,1.92,0
coho,fry,1.93,0
coho,fry,1.94,0
coho,fry,1.95,0
coho,fry,1.96,0
coho,fry,1.97,0
coho,fry,1.98,0
coho,fry,1.99,0
coho,fry,2,0
coho,fry,2.01,0
coho,fry,2.02,0
coho,fry,2.03,0
coho,fry,2.04,0
coho,fry,2.05,0
coho,fry,2.06,0
coho,fry,2.07,0
coho,fry,2.08,0
coho,fry,2.09,0
coho,fry,2.1,0
coho,fry,2.11,0
coho,fry,2.12,0
coho,fry,2.13,0
coho,fry,2.14,0
coho,fry,2.15,0
coho,fry,2.16,0
coho,fry,2.17,0
coho,fry,2.18,0
coho,fry,2.19,0
coho,fry,2.2,0
coho,fry,2.21,0
coho,fry,2.22,0
coho,fry,2.23,0
coho,fry,2.24,0
coho,fry,2.25,0
coho,fry,2.26,0
coho,fry,2.27,0
coho,fry,2.28,0
coho,fry,2.29,0
coho,fry,2.3,0
coho,fry,2.31,0
coho,fry,2.32,0
coho,fry,2.33,0
coho,fry,2.34,0
coho,fry,2.35,0
coho,fry,2.36,0
coho,fry,2.37,0
coho,fry,2.38,0
coho,fry,2.39,0
coho,fry,2.4,0
coho,fry,2.41,0
coho,fry,2.42,0
coho,fry,2.43,0
coho,fry,2.44,0
coho,fry,2.45,0
coho,fry,2.46,0
coho,fry,2.47,0
coho,fry,2.48,0
coho,fry,2.49,0
coho,fry,2.5,0
coho,fry,2.51,0
coho,fry,2.52,0
coho,fry,2.53,0
coho,fry,2.54,0
coho,fry,2.55,0
coho,fry,2.56,0
coho,fry,2.57,0
coho,fry,2.58,0
coho,fry,2.59,0
coho,fry,2.6,0
coho,fry,2.61,0
coho,fry,2.62,0
coho,fry,2.63,0
coho,fry,2.64,0
coho,fry,2.65,0
coho,fry,2.66,0
coho,fry,2.67,0
coho,fry,2.68,0
coho,fry,2.69,0
coho,fry,2.7,0
coho,fry,2.71,0
coho,fry,2.72,0
coho,fry,2.73,0
coho,fry,2.74,0
coho,fry,2.75,0
coho,fry,2.76,0
coho,fry,2.77,0
coho,fry,2.78,0
coho,fry,2.79,0
coho,fry,2.8,0
coho,fry,2.81,0
coho,fry,2.82,0
coho,fry,2.83,0
coho,fry,2.84,0
coho,fry,2.85,0
coho,fry,2.86,0
coho,fry,2.87,0
coho,fry,2.88,0
coho,fry,2.89,0
coho,fry,2.9,0
coho,fry,2.91,0
coho,fry,2.92,0
coho,fry,2.93,0
coho,fry,2.94,0
coho,fry,2.95,0
coho,fry,2.96,0
coho,fry,2.97,0
coho,fry,2.98,0
coho,fry,2.99,0
coho,fry,3,0
coho,fry,3.01,0
coho,fry,3.02,0
coho,fry,3.03,0
coho,fry,3.04,0
coho,fry,3.05,0
coho,fry,3.06,0
coho,fry,3.07,0
coho,fry,3.08,0
coho,fry,3.09,0
coho,fry,3.1,0
coho,fry,3.11,0
coho,fry,3.12,0
coho,fry,3.13,0
coho,fry,3.14,0
coho,fry,3.15,0
coho,fry,3.16,0
coho,fry,3.17,0
coho,fry,3.18,0
coho,fry,3.19,0
coho,fry,3.2,0
coho,fry,3.21,0
coho,fry,3.22,0
coho,fry,3.23,0
coho,fry,3.24,0
coho,fry,3.25,0
coho,fry,3.26,0
coho,fry,3.27,0
coho,fry,3.28,0
coho,fry,3.29,0
coho,fry,3.3,0
coho,fry,3.31,0
coho,fry,3.32,0
coho,fry,3.33,0
coho,fry,3.34,0
coho,fry,3.35,0
coho,fry,3.36,0
coho,fry,3.37,0
coho,fry,3.38,0
coho,fry,3.39,0
coho,fry,3.4,0
coho,fry,3.41,0
coho,fry,3.42,0
coho,fry,3.43,0
coho,fry,3.44,0
coho,fry,3.45,0
coho,fry,3.46,0
coho,fry,3.47,0
coho,fry,3.48,0
coho,fry,3.49,0
coho,fry,3.5,0
coho,fry,3.51,0
coho,fry,3.52,0
coho,fry,3.53,0
coho,fry,3.54,0
coho,fry,3.55,0
coho,fry,3.56,0
coho,fry,3.57,0
coho,fry,3.58,0
coho,fry,3.59,0
coho,fry,3.6,0
coho,fry,3.61,0
coho,fry,3.62,0
coho,fry,3.63,0
coho,fry,3.64,0
coho,fry,3.65,0
coho,fry,3.66,0
coho,fry,3.67,0
coho,fry,3.68,0
coho,fry,3.69,0
coho,fry,3.7,0
coho,fry,3.71,0
coho,fry,3.72,0
coho,fry,3.73,0
coho,fry,3.74,0
coho,fry,3.75,0
coho,fry,3.76,0
coho,fry,3.77,0
coho,fry,3.78,0
coho,fry,3.79,0
coho,fry,3.8,0
coho,fry,3.81,0
coho,fry,3.82,0
coho,fry,3.83,0
coho,fry,3.84,0
coho,fry,3.85,0
coho,fry,3.86,0
coho,fry,3.87,0
coho,fry,3.88,0
coho,fry,3.89,0
coho,fry,3.9,0
coho,fry,3.91,0
coho,fry,3.92,0
coho,fry,3.93,0
coho,fry,3.94,0
coho,fry,3.95,0
coho,fry,3.96,0
coho,fry,3.97,0
coho,fry,3.98,0
coho,fry,3.99,0
coho,fry,4,0
chinook,fry_spring,0,1
chinook,fry_spring,0.01,1
chinook,fry_spring,0.02,1
chinook,fry_spring,0.03,1
chinook,fry_spring,0.04,0.93
chinook,fry_spring,0.05,0.86
chinook,fry_spring,0.06,0.8
chinook,fry_spring,0.07,0.73
chinook,fry_spring,0.08,0.66
chinook,fry_spring,0.09,0.6
chinook,fry_spring,0.1,0.53
chinook,fry_spring,0.11,0.46
chinook,fry_spring,0.12,0.4
chinook,fry_spring,0.13,0.32
chinook,fry_spring,0.14,0.26
chinook,fry_spring,0.15,0.19
chinook,fry_spring,0.16,0.18
chinook,fry_spring,0.17,0.18
chinook,fry_spring,0.18,0.17
chinook,fry_spring,0.19,0.16
chinook,fry_spring,0.2,0.16
chinook,fry_spring,0.21,0.15
chinook,fry_spring,0.22,0.14
chinook,fry_spring,0.23,0.13
chinook,fry_spring,0.24,0.13
chinook,fry_spring,0.25,0.12
chinook,fry_spring,0.26,0.11
chinook,fry_spring,0.27,0.1
chinook,fry_spring,0.28,0.09
chinook,fry_spring,0.29,0.09
chinook,fry_spring,0.3,0.08
chinook,fry_spring,0.31,0.08
chinook,fry_spring,0.32,0.07
chinook,fry_spring,0.33,0.07
chinook,fry_spring,0.34,0.06
chinook,fry_spring,0.35,0.05
chinook,fry_spring,0.36,0.04
chinook,fry_spring,0.37,0.03
chinook,fry_spring,0.38,0.02
chinook,fry_spring,0.39,0.01
chinook,fry_spring,0.4,0.01
chinook,fry_spring,0.41,0.01
chinook,fry_spring,0.42,0.01
chinook,fry_spring,0.43,0.01
chinook,fry_spring,0.44,0.01
chinook,fry_spring,0.45,0.01
chinook,fry_spring,0.46,0
chinook,fry_spring,0.47,0
chinook,fry_spring,0.48,0
chinook,fry_spring,0.49,0
chinook,fry_spring,0.5,0
